lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(56:7)|TG(55:0)]_FA20:4,2.212817910014325,11.075037628340791,54.13578489265434,1.8710256353427704e-13,5.437880869264397e-11,TAG,963366.02392578125,722483.412109375,3586565.5634765625,29263070.02148437,13358120.358398438,11096170.08642578,761207.5549316406,1343398.7534179688,524231.33447265625,3061859.201904297,1747350.7604980469,337624.623046875
[TG(56:8)|TG(55:1)]_FA20:4,2.1587682747994124,10.125036095692666,51.76434512808919,6.257794034453719e-13,1.6671806273457118e-10,TAG,657204.9846191406,550675.57861328125,2185421.9296875,14032691.2734375,7531237.7724609375,5284178.545410156,468051.01037597656,595051.3278808594,465779.3540039063,1419296.3854980469,1004127.9885253906,159430.49194335938
DG(33:1)|DG(O-34:1)_C16:1,2.1389540993397924,8.75337521634283,50.90429110315017,9.698133512671529e-13,2.3849948338469905e-10,DAG,2188595.5294189453,312822.4830818176,2966604.661926269,1489372.6487464905,1439206.9345703125,1200891.0610961914,102539.9465751648,116786.80853652954,710003.7331848145,301555.761051178,106432.18765258788,719989.2328491211
[TG(54:7)|TG(53:0)]_FA18:3,2.1352884503387317,10.382724272804952,50.746450549417204,1.0510246778795587e-12,2.4000899251292495e-10,TAG,965683.175048828,772356.70849609375,2286638.6440429688,16535804.180664062,9379285.220703123,6008349.302978516,577781.5974121094,975192.14892578125,511894.5944824219,1760123.6467285156,982648.3714599608,209595.373046875
[TG(55:10)|TG(54:3)]_FA18:0,2.1228462099670127,10.700144227388192,50.21010953281076,1.381343384782272e-12,2.944103200765949e-10,TAG,759769.71240234375,591430.8232421875,2457804.06640625,22310158.150390625,10321547.45703125,8655235.494628906,646789.9450683594,1035536.390625,378978.2673339844,2529452.208984375,1458737.7465820312,228309.53759765625
[TG(55:11)|TG(54:4)]_FA18:0,2.0752016643845677,9.88522960594868,48.17570745434204,3.896863191294586e-12,7.786419764105495e-10,TAG,656290.630859375,613605.1435546875,1804296.5463867188,11190681.73828125,6614976.351074219,4375815.155029297,407805.69287109375,729355.08935546875,326209.58068847656,1296145.529296875,775406.3122558594,142586.51037597656
[TG(46:6)]_FA22:5,-1.9673210502464746,13.250553073439756,47.08788101499859,6.787407179363253e-12,1.2448593987231202e-9,TAG,16586394.428405762,29109821.80078125,3537173.938842773,3074289.003540039,3001405.6555786133,2491813.448486328,37429927.81323242,34968473.287231445,23504976.35809326,17359756.292114258,56144623.94042969,55422.98370361328
[TG(54:5)]_FA18:2,2.047911893784942,11.088885023573031,47.02494199891436,7.008904966223386e-12,1.2448593987231202e-9,TAG,1214926.552734375,827975.3154296875,4755642.620117188,27353301.087890625,12950687.678710938,11115862.021972656,892876.8366699219,1291374.9731445312,546573.9814453125,3577520.380859375,1930720.7661132808,356736.9655761719
[TG(54:6)]_FA18:3,2.037879081518356,11.262845009300241,46.60446786121699,8.686198071976672e-12,1.388488761805471e-9,TAG,1600397.7924804688,919343.84228515625,3944343.1083984375,31725840.283203125,15340567.908203123,12159912.82421875,1036743.9990234376,1736125.6982421875,799544.85498046875,3826025.513671875,1966273.8369140625,382035.806640625
DG(30:3)_C16:1,2.0389376761681586,10.083922240919968,46.64854052327609,8.493021098754559e-12,1.388488761805471e-9,DAG,5149777.382019043,464402.0104980469,6672699.415527344,3350746.116947174,2460278.5699920654,2115163.9564208984,226026.51475143436,557126.44091796875,1372817.4193649292,705413.5553398132,213245.8976097107,3883894.088623047
[TG(54:5)]_FA18:1,2.024470106001775,10.141346297116716,46.04459577523084,1.1559156471811405e-11,1.7597439638276695e-9,TAG,765499.017578125,686729.68701171875,2156090.469238281,13578867.603515623,7951458.077148437,4968334.395263672,484084.0518798828,863677.1162109375,401992.369140625,1667308.9670410156,939436.794921875,124003.70825195312
[TG(55:11)|TG(54:4)]_FA18:1,2.017229288468731,10.990197635326014,45.74350651964777,1.3479544671317442e-11,1.958822923372812e-9,TAG,994956.2744140624,737518.08984375,3594417.0185546875,26733390.142578125,12685264.34375,9711582.512207031,771753.9599609375,1329974.5209960938,533313.3349609375,3455140.7006835938,1773811.111328125,263154.5986328125
[TG(60:13)|TG(59:6)]_FA22:6,1.999422754376251,9.780489516709343,45.00586571487656,1.9644513134684407e-11,2.7305873257211325e-9,TAG,2134506.2614746094,523672.66119384766,10119959.764160156,4239623.92590332,1584279.1650390625,3783968.781738281,352898.9637451172,1488364.9786376953,497115.1334228516,532863.2984619141,659605.2498168945,48173.06344604492
[TG(60:12)|TG(59:5)]_FA22:5,1.95901907865845,9.590155956901832,43.34955038763656,4.57841429429773e-11,6.098829374529101e-9,TAG,1850343.5576171875,480944.5291748047,8499147.678527832,3762179.3104248047,1417251.1182861328,3518435.3747558594,302428.2171020508,1296009.7850952148,454100.0536499024,495210.6326904297,616092.4579467773,42750.20278930664
[TG(54:6)]_FA18:2,1.9528074089259895,10.273148608024758,43.097149891014624,5.208807882277183e-11,6.661023519856061e-9,TAG,878286.73291015625,745682.69384765625,2840946.0229492188,13930617.974853516,8475582.861816406,5694756.622314453,943329.3720703124,819426.0179443359,400036.94958496094,1746406.0529785156,1009000.13671875,172625.4111328125
DG(32:2)_C16:1,1.9349600937767468,7.4615030371655795,42.373401019465746,7.540865125495378e-11,9.27236377161874e-9,DAG,879722.9831542969,138545.15058898926,1102086.2402954102,595102.7047119141,506981.5748481751,485195.6754531861,66261.48460006714,76750.46536254883,269670.63946533203,117205.668258667,72025.78485870361,355963.46728515625
[TG(54:7)|TG(53:0)]_FA20:4,1.896628955553518,8.239116029950978,40.83896218294103,1.6530428045971374e-10,1.957325128258166e-8,TAG,186752.63305664065,135273.58953857422,521969.0993652344,3339410.2775878906,2030912.6160888672,1661824.3194580078,146051.16943359375,226477.93676757807,111303.68743896484,456974.0891723633,301656.88299560547,66943.44445800781
[TG(51:5)]_FA16:0,-1.8118965716172672,9.543888196566389,40.24495431558171,2.2403321693903895e-10,2.5579792662646697e-8,TAG,887771.9512329102,3198751.1602783203,178758.43466186523,148210.54956054688,81822.72570800781,112672.90786743164,3692049.331726074,1366759.6182250977,2377087.437561035,2732314.543823242,2131708.7568969727,39190.08248901367
[TG(46:6)]_FA22:6,-1.8080564690007697,9.126071683104108,40.08161023535649,2.435712061028172e-10,2.685162572105885e-8,TAG,901643.7282714844,1440253.7862548828,391530.60232543945,327047.94244384766,390501.046875,310354.959564209,1921528.6443481443,1981590.6659545896,1188435.577972412,854610.526550293,3487472.8237304688,48950.82318115234
[TG(51:6)]_FA16:1,-1.8043097110451736,9.722741877075778,39.92268325529585,2.642169451514008e-10,2.815671912163428e-8,TAG,1047698.9948120116,3570440.018432617,235628.35778808597,166777.21270751953,90604.30615234376,140699.15106201172,3810962.924530029,1728675.4010009766,2649432.7713623047,2921303.8751220703,2860349.9962158203,41019.22302246094
[TG(46:5)]_FA22:5,-1.7834026849680695,8.958031850009801,39.040132525900844,4.1518230203083187e-10,4.2817349019115146e-8,TAG,793609.6333618164,1286781.0409545898,331557.5242919922,312750.70404052734,371034.56719970703,303534.88412475586,1688081.7332763672,1764416.5603027344,1032423.0044555664,769967.9580688477,3102810.694213867,48261.743408203125
DG(O-38:8)|DG(36:1)_C18:2,1.8455466113087173,3.9424020900235335,38.7707577075943,4.766147100542895e-10,4.7616788376361356e-8,DAG,3245.26021194458,48310.96306228638,3228.080249786377,3237.8002281188965,3226.380229949951,18607.361278533936,3264.3802604675293,3221.6602363586426,3239.1802253723145,3238.420227050781,3242.940212249756,166867.05351257324
[TG(38:1)]_FA14:0,-1.7454837172648132,10.724929740846406,37.46169586287577,9.322597377323192e-10,9.031619337970377e-8,TAG,3074246.5869140625,6324180.271362305,523998.888671875,391473.1638183594,290212.60119628906,418595.0930175781,6419185.5390625,3620762.0290527344,6663640.892578125,2959342.0509033203,8168069.145141602,49943.38360595703
[TG(53:8)|TG(52:1)]_FA18:3,-1.7402164178976431,9.243069207130707,37.24443288549084,1.0421206540107812e-9,9.798999208448434e-8,TAG,733127.6768188477,2558327.557006836,213100.61627197263,172342.15173339844,119528.40829467772,139670.43029785156,2826797.2276000977,1193189.1926269531,1985450.8454589844,2189673.580200196,1671665.2318725586,35997.24267578125
[TG(51:4)]_FA14:0,-1.735133893197207,8.8979778743586,37.03541760409642,1.1600288477879613e-9,1.0596034932508892e-7,TAG,587949.2760009766,1983704.681274414,173716.59295654297,129466.10809326172,92858.4071044922,117728.94714355467,2301213.319763184,813765.5987243652,1468196.5677490234,1697107.4505004885,1406813.5804748535,82697.70608520508
[TG(63:13)|TG(62:6)]_FA22:6,1.7678816678016438,12.714603856853095,35.84816022831971,2.133093618939391e-9,1.8943056388192313e-7,TAG,28902878.841796875,5047176.015625,43922640.443847656,43907597.36669922,20993707.44873047,18902255.35498047,3483530.9897460938,10591312.298828123,6968792.619140625,3587441.9497070312,5291723.3740234375,1656073.8100585938
[TG(53:7)|TG(52:0)]_FA18:2,-1.6965535133798622,8.793397075943062,35.46616061589157,2.5952022835188864e-9,2.2423950541648325e-7,TAG,620764.9202270508,1829313.0742797847,164086.3114013672,127228.1098022461,100502.58728027344,114746.76818847656,1945688.8935546875,830613.3395996094,1440003.0162353516,1661859.4553833008,1287158.9397583008,32808.362396240234
[TG(53:10)|TG(52:3)]_FA18:0,1.7381652602666127,7.8165108048623955,34.732457535275906,3.782719669370858e-9,3.1824617849943777e-7,TAG,155239.09216308594,120412.0078125,330622.6237792969,2440891.6110839844,1430675.9760742188,1249673.1489257812,127383.7485961914,191854.3135986328,89135.80584716797,355478.10314941406,247270.6571044922,57188.86389160156
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-1.6720099078988968,3.238853338401928,34.44274486416293,4.38976022138257e-9,3.598477801989763e-7,DAG,6355.400508880615,2589.5601921081543,2705.600200653076,2607.9201698303223,13197.52096939087,2603.320178985596,36169.40261077881,4030.780296325684,2588.3601875305176,12708.580894470217,2593.8601722717285,83052.00598144531
[TG(63:12)|TG(62:5)]_FA22:5,1.7258243220559266,12.557569787290415,34.274455554691045,4.7862294835956405e-9,3.8253939147638154e-7,TAG,25577164.55029297,4535241.633789063,37643102.32763672,39383942.55078125,19374738.36376953,17534117.747070312,2987563.334228516,9825324.81982422,6291452.643554688,3343065.6357421875,5020843.780761719,1611737.7868652344
DG(O-38:9)|DG(36:2)_C18:2,1.7154797321448076,6.42906542145176,33.882805419948,5.8533731332054395e-9,4.564203391916534e-7,DAG,3246.8002281188965,298097.9258499145,3310.9402351379395,3237.460235595703,6104.10050201416,107391.0269203186,19682.9810256958,3222.020248413086,3238.7802200317383,65258.24454116821,3244.6402320861816,940433.7267990112
DG(35:3)_C16:1,-1.6538980654639146,1.563562500409916,33.707310523739096,6.405949482699077e-9,4.876147737187844e-7,DAG,4836.440368652344,2931.020206451416,3673.2202644348154,2921.9402198791504,2925.04020690918,2921.160221099853,16072.621196746826,2921.0602111816406,2920.780204772949,2930.3802185058594,16177.141124725342,5898.74040222168
[TG(52:5)]_FA18:0,-1.6309880175654814,8.171601419529622,32.86763060668454,9.865229643610836e-9,7.334683528052057e-7,TAG,374212.4312133789,1208726.7245483398,128432.0085144043,104457.52661132812,81759.24615478516,104581.62664794922,1336902.0599975586,509242.1770019531,862497.7973022461,1036941.0848999023,842065.9384765625,26629.72183227539
[TG(52:4)]_FA18:1,1.6463051055234,8.129895664822456,31.377676785326905,2.1240909087794706e-8,1.5433451444018108e-6,TAG,198174.2164306641,151453.4718017578,480507.1959228516,3048758.300048828,1759397.2177734375,1406246.5223388672,167663.11029052734,240204.77600097656,117847.84759521484,490399.4801025391,307894.99853515625,58547.94396972656
PE(44:1),-1.5872811508701226,8.427659987514273,31.184290241348208,2.34657418013611e-8,1.6671105897544765e-6,PE,468652.19704437256,1451388.5310287476,161322.22917175293,137036.60969161987,91430.88668823242,118894.1287498474,1477921.850883484,613352.9843902588,1130414.4385299685,1178938.33146286,997330.02759552,64799.24423217773
[TG(52:8)|TG(51:1)]_FA18:3,-1.5830528083096904,8.035053009508232,31.02338758825499,2.549379097021325e-8,1.7718184724298207e-6,TAG,326570.6632080078,1064266.399230957,144048.47119140625,128617.65014648438,101294.80725097656,123401.98846435548,1137293.4727172852,501166.3350219727,820126.8565368652,923924.6457519532,744321.2060546875,36916.682678222656
[TG(52:7)|TG(51:0)]_FA18:2,-1.581317341352925,7.897854213681308,30.957452257862315,2.637474112827754e-8,1.7940435614277299e-6,TAG,349148.40173339844,933448.6290283204,126505.8480834961,110327.00775146484,86249.22595214844,113300.70819091795,1000513.9033203124,468646.31213378906,754460.041809082,865282.1577758789,667690.5902099609,31425.24237060547
[TG(52:6)]_FA18:3,1.62469247278992,8.442626320860088,30.60890421456861,3.156418291611754e-8,2.0964698119702445e-6,TAG,252342.53857421875,187759.0321044922,580164.64306640625,3525627.8376464844,2354001.740722656,1782272.3612060547,215829.45434570312,311832.9423828125,186666.59338378903,581404.1058349609,359956.2410888672,91084.34631347656
[TG(54:7)|TG(53:0)]_FA18:2,1.6226304104512095,6.93562574504823,30.535097489131203,3.2788079636694474e-8,2.0964698119702445e-6,TAG,126787.34924316406,103820.86724853516,339304.82403564453,1103201.6076660156,803915.0362548828,516570.4508666992,95689.24658203124,111929.48724365234,78863.905517578125,164545.37139892578,125383.72821044922,46564.96325683594
[TG(56:9)|TG(55:2)]_FA20:4,1.6229572385037137,6.919667427024084,30.54663985193293,3.259358869902377e-8,2.0964698119702445e-6,TAG,113209.62756347656,97221.06677246094,260268.75659179688,1159066.430419922,812095.219543457,525815.5386352539,89005.3062133789,116929.24786376952,81443.745849609375,159858.5714111328,122788.88848876952,48443.04309082031
[TG(52:6)]_FA18:1,-1.5648798631894731,8.078539035500551,30.33664951006358,3.6319816438629174e-8,2.2767539834175974e-6,TAG,369897.2868652344,1148746.1612854004,131967.18701171875,112161.5473022461,87690.1060180664,96259.62655639648,1258333.384338379,516530.4511413574,758671.7067260742,976454.0100097656,739445.55419921875,25199.92176818848
[TG(63:12)|TG(62:5)]_FA22:6,1.6151971570041512,9.364180542486414,30.273819955080395,3.751555493069022e-8,2.3064851752580126e-6,TAG,2715589.7318725586,542690.6159667969,4180855.971313477,4086265.0678710938,2087615.2139892576,1851836.204284668,400965.5833129883,1092590.8434448242,698280.6698608398,386061.9454956055,604010.4847412109,183103.4722290039
[TG(54:6)]_FA20:4,1.5908065680678942,10.16484690164488,29.41969965191675,5.828217759485322e-8,3.5156249390706745e-6,TAG,935157.3583984376,743648.5947265625,2471274.7690429688,11461275.055664062,7337921.454101562,5548770.373046875,621907.4006347656,1158220.6826171875,528861.3359375,2139346.0720214844,1159650.4467773438,240371.81713867188
LPC(24:1),-1.5298780811216277,10.44204039624607,29.033770882129822,7.112747533239477e-8,4.2110099747715945e-6,PC,2989996.987548828,4548652.8330078125,947463.6771240234,703872.4908447266,598382.2253417969,706272.10205078125,5272523.836914063,3168024.669921875,4206632.830078125,4545923.9130859375,4707881.474853516,98224.22705078124
[TG(54:8)|TG(53:1)]_FA18:3,1.5681324301729032,7.109146957867908,28.63382458463684,8.744135894672302e-8,5.082727719139518e-6,TAG,153090.31201171875,114887.16809082033,288536.95935058594,1327383.1115722656,917316.3161621094,555687.78515625,99660.26654052734,141621.87084960938,107625.92822265624,183244.6722412109,139078.56994628906,50717.52389526367
LPC(24:0),-1.5158158847676133,10.456247733985416,28.517398780476242,9.286027153469123e-8,5.301326573150141e-6,PC,3035732.380126953,4636961.5380859375,962746.7464599608,714065.1926269531,600970.9619140625,718077.5908203125,5341079.8818359375,3243856.2265625,4207227.968261719,4565285.9443359375,4701352.3974609375,98562.5264892578
[TG(54:6)]_FA18:1,1.5627345618073485,6.862112639479422,28.448085405494567,9.624489759016918e-8,5.398156799925805e-6,TAG,117212.04907226562,94106.60681152344,243329.8748779297,1125836.612915039,783034.0325927734,466373.7537841797,81822.9857788086,116210.04895019533,80845.3862915039,166679.6925048828,121939.90753173828,43440.762939453125
PC(22:0),-1.5098089230462128,10.07283046269222,28.298062736452714,1.0400001496742862e-7,5.732552549152919e-6,PC,2324176.128173828,3519406.118652344,742475.70751953125,560010.240234375,475063.4091796875,587647.1022949219,4077941.171142578,2455371.291015625,3219591.5419921875,3554628.092773437,3554114.2106933594,98047.44714355467
[TG(51:4)]_FA16:0,-1.5062125151115158,7.368131823998381,28.166442045874646,1.1131797393768441e-7,5.931392711312951e-6,TAG,217770.43780517575,642144.8049926758,107664.56826782228,103271.36825561523,103905.76654052734,81494.88568115234,755284.1890258789,295769.01861572266,486527.2729492188,559708.716796875,457797.0746765137,23257.22166442871
[TG(54:5)]_FA18:0,1.5551090922192454,6.593421646340351,28.186575617868584,1.1016601201110256e-7,5.931392711312951e-6,TAG,97698.78680419922,83960.24548339844,198989.31134033203,905537.53564453125,633252.1180419922,406648.6701660156,69930.7646484375,99288.34759521484,66880.90515136719,130602.22912597656,103340.40740966795,45290.223083496094
[TG(52:5)]_FA18:2,1.5463496252235645,8.293839383123439,27.88878869365181,1.2849213268945818e-7,6.734251609970456e-6,TAG,251062.75854492188,167788.4913330078,609678.9426269531,3055530.0986328125,1987049.8947753904,1656412.9576416016,294515.5977783203,250685.67810058597,127255.80908203124,530499.2723388672,348189.2839355469,78901.92565917969
[TG(63:11)|TG(62:4)]_FA22:5,1.5415635993783603,9.039386463068992,27.72625304874236,1.3975320318692587e-7,7.091920485533365e-6,TAG,2167288.761413574,436664.88928222656,3106818.197631836,3250834.7712402344,1685657.704711914,1540713.3064575195,310954.20263671875,922547.1664428712,577589.421081543,323203.42321777344,509002.37646484375,158149.33099365234
DG(36:3)_C16:1,1.5422663517935093,6.511426304193769,27.748729804698094,1.3813887128039043e-7,7.091920485533365e-6,DAG,558926.3790893555,87196.18650054932,436158.0338897705,327200.3408203125,388930.60874176025,220166.69567489624,41107.26296234131,37562.12256240845,228180.0153121948,89144.50645446777,33822.342319488525,48801.16325378418
[TG(51:5)]_FA16:1,-1.4814721896463936,7.411466567706284,27.27320366280037,1.7664251735413793e-7,8.823845749705922e-6,TAG,221856.45794677731,668553.8033447266,111850.78784179688,112924.3077392578,98638.42639160156,96466.1260986328,693688.5318908691,350411.4664916992,496572.6153564453,548906.5149536133,540491.7579345703,26470.341918945312
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.5222558187215067,6.5722381982412745,27.070110261876835,1.962083595566341e-7,9.641165032262693e-6,DAG,170829.49340057373,277437.6010360718,69014.60486602783,122716.78902053832,126053.36786651611,2979.200206756592,158374.57176208496,2904.9802169799805,7788.440601348877,2882.060218811035,2899.320209503174,842503.0589599609
PI(35:5)|PI(O-36:5)|PI(P-36:4),-1.4750230973585992,7.351860039708283,27.04245461095706,1.990356246885636e-7,9.641165032262693e-6,PI,246323.53637695312,639757.0421447754,109441.62689208984,90236.58599853516,74545.58480834961,80061.4253540039,718094.7596435547,306537.96182250977,466885.6948852539,553821.1786499023,446469.6868896485,43434.64291381836
[TG(40:2)]_FA16:1,-1.4690263001493868,8.818540399252099,26.82924168376485,2.2224881952326805e-7,1.060491755247594e-5,TAG,880463.9066162109,1105074.0538330078,484046.9956054688,561752.9835205078,310873.2006835937,355219.1472167969,1112482.7717285156,1443883.5083007812,1713808.1204833984,1724577.0482177734,1053503.5642089844,54243.9838256836
[TG(53:9)|TG(52:2)]_FA18:0,1.5112824739026427,9.671056699998704,26.70617297942045,2.368635979500678e-7,1.1136072391858334e-5,TAG,686716.666015625,554253.4365234375,1495332.974609375,8129493.1650390625,5101279.340332031,3960041.5444335938,434289.55615234375,820238.4365234375,347525.0231933594,1646523.8173828125,899036.54541015625,202028.53369140625
PI(38:4),1.5021673142708833,10.481730940943795,26.402332823738107,2.772054861077536e-7,1.2843854189659252e-5,PI,2527837.923828125,2649365.159790039,3576204.261352539,10287533.256835938,12076061.775390623,3190865.0505371094,1296785.277770996,2794874.53125,717200.9805908203,1686231.904663086,999443.51806640625,67657.58447265625
DG(30:2)_C16:1,1.498380650007588,8.639948977434459,26.27620825746999,2.959116911223167e-7,1.3514709664543521e-5,DAG,2268862.3515625,300569.56157302856,2275757.557250977,1169570.2041282654,909017.7023162842,805771.7874755859,182081.0933914185,274939.0178985596,759672.7119522095,329451.6222305298,184479.29246902463,834123.8420410156
[TG(58:7)|TG(57:0)]_FA20:4,1.4757928513281837,7.31966412009202,25.530610134983363,4.354198370914318e-7,1.9606158016638133e-5,TAG,153569.63049316406,210022.51385498047,571284.4348144531,1107321.9151611328,1010390.6930541992,755392.5531616211,93939.92599487305,199685.4938354492,145799.90948486328,170313.31188964844,218704.81463623047,40370.902770996094
[TG(57:12)|TG(56:5)]_FA18:2,1.4622227342401417,8.1429719190965,25.08769442028642,5.478133152062987e-7,2.432443289881301e-5,TAG,367228.7813110352,435296.4709472656,986785.0477294922,1827373.2243652344,1966623.3892822263,1128849.8087158203,187006.0157470703,429406.5279541016,203441.07550048828,338146.7650756836,334294.84118652344,49453.223205566406
PE(40:6)|PE(dO-40:0),1.4506758717765968,11.45817731133015,24.71352833200287,6.6515639830102e-7,2.9130205552991245e-5,PE,4833597.339355469,5612047.855224609,5427520.743164063,20809606.98046875,24164498.76196289,5973649.063964844,2620115.302978516,6081498.237060547,1568707.595703125,3012974.922241211,1891038.3601074216,183418.73315429688
[TG(57:10)|TG(56:3)]_FA18:0,1.4496359339190572,7.955921165628378,24.67946254946583,6.770179259562112e-7,2.9249004179486585e-5,TAG,323657.72424316406,396806.0255126953,731171.4381103516,1658019.0948486328,1797301.6671142578,979512.8357543944,159467.4721069336,392010.63067626953,177720.77178955078,296566.142578125,295754.3607788086,43386.563079833984
[TG(56:6)]_FA18:2,1.4440451720816991,10.317982953646098,24.499480448526807,7.432987765853448e-7,3.168434918324463e-5,TAG,2123470.2495117188,2412650.526489258,3604014.192138672,8376436.725097656,10148382.623291016,3592473.8127441406,969244.0715332032,2470156.3315429688,755693.32861328125,1579801.9318847656,1127761.5037841797,73558.2855834961
PC(22:1),-1.3960164767131633,9.240297524653602,24.289237711251197,8.290096537474484e-7,3.487294556619201e-5,PC,1340169.357055664,1924378.427001953,491123.11560058594,397054.2487792969,361428.70471191406,404476.8093261719,2237458.8244628906,1362720.0190429688,1742295.3833007812,1916914.8725585935,1944850.131958008,94402.546142578125
PE(38:4),1.4345778460126377,11.159660035776842,24.19536691456977,8.704141906328991e-7,3.6139145031862056e-5,PE,4673404.194824219,5074492.185302734,4527667.164306641,15055717.863769531,19099217.714111328,5359061.441650391,2100327.642944336,5251704.792236328,1473689.3442382812,2136504.79296875,1525883.530517578,85672.04602050781
[TG(51:5)]_FA14:0,-1.3916021881934824,6.548268854288666,24.1383464246137,8.965707538661988e-7,3.674790641166971e-5,TAG,131292.74884033203,329275.5208129883,80668.0258178711,68916.44454956055,71441.78448486328,76613.56524658203,376095.7059326172,163281.61102294922,281168.6604614258,296817.4184265137,275805.84033203125,34294.842529296875
[TG(55:11)|TG(54:4)]_FA16:0,1.4250907888926378,10.491557408398336,23.892188256839294,1.0188435644674048e-6,4.123092247597839e-5,TAG,2241330.8197021484,2679747.8377685547,3586523.334228516,10351034.572265623,11778133.262939451,3545794.8024902344,1115713.934509277,3043589.740478516,793812.4105224609,1891175.8172607424,1048207.5858154296,59198.84399414063
