Start,End,Path,Edge_Genes,Edge_Reactions,Num_Reactions,Combo_Zscore
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(20:3),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7,52 ; 53 ; 59 ; 55 ; 56,5,3.3645152398379174
FA(16:0),FA(20:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1,52 ; 53 ; 59 ; 55 ; 56 ; 71,6,3.5954195097064128
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 72,7,3.5032485389202312
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 72,7,3.5032485389202312
FA(16:0),FA(20:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77,7,3.3594242264225507
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78,8,3.2264531001931753
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79,9,3.2558163374925697
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL5 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78,8,3.2264531001931753
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79,9,3.2558163374925697
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(18:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2,52 ; 53 ; 59 ; 55 ; 75,5,3.225913750620653
FA(16:0),FA(20:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 75 ; 76,6,3.28548742714306
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 72,7,3.216307187318713
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 72,7,3.216307187318713
FA(16:0),FA(20:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77,7,3.072482874821033
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78,8,2.9580440432454957
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79,9,3.002757851759782
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79 ; 80,10,3.029563354584433
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78,8,2.9580440432454957
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL2 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79,9,3.002757851759782
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL5 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL2 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79 ; 80,10,3.029563354584433
FA(16:0),FA(20:1),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(20:1),SCD3 ; ELOVL5 ; ELOVL3,52 ; 53 ; 62,3,1.3685840961815428
FA(16:0),FA(22:1),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(20:1) -> FA(22:1),SCD3 ; ELOVL5 ; ELOVL3 ; ELOVL3,52 ; 53 ; 62 ; 63,4,1.4492237820289462
FA(16:0),FA(24:1),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(20:1) -> FA(22:1) -> FA(24:1),SCD3 ; ELOVL5 ; ELOVL3 ; ELOVL3 ; ELOVL3,52 ; 53 ; 62 ; 63 ; 64,5,1.564276231425896
FA(16:0),FA(18:1),FA(16:0) -> FA(16:1) -> FA(18:1),SCD3 ; ELOVL6,52 ; 53,2,1.3537295169965704
FA(16:0),FA(18:2),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2),SCD3 ; ELOVL6 ; FADS2,52 ; 53 ; 59,3,2.4012152342251722
FA(16:0),FA(18:3),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3),SCD3 ; ELOVL6 ; FADS2 ; FADS2,52 ; 53 ; 59 ; 55,4,3.3976914540116843
FA(16:0),FA(20:3),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56,5,3.3645152398379174
FA(16:0),FA(20:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1,52 ; 53 ; 59 ; 55 ; 56 ; 71,6,3.5954195097064128
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 72,7,3.5032485389202312
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 72,7,3.5032485389202312
FA(16:0),FA(20:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77,7,3.3594242264225507
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78,8,3.2264531001931753
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79,9,3.2558163374925697
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL5 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78,8,3.2264531001931753
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79,9,3.2558163374925697
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(20:3),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7,52 ; 53 ; 59 ; 55 ; 56,5,3.3645152398379174
FA(16:0),FA(20:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1,52 ; 53 ; 59 ; 55 ; 56 ; 71,6,3.5954195097064128
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 72,7,3.5032485389202312
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 72,7,3.5032485389202312
FA(16:0),FA(20:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77,7,3.3594242264225507
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78,8,3.2264531001931753
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79,9,3.2558163374925697
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL5 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78,8,3.2264531001931753
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79,9,3.2558163374925697
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(20:3) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; ELOVL7 ; FADS1 ; FADS1 ; ELOVL2 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 56 ; 71 ; 77 ; 78 ; 79 ; 80,10,3.2696357134290825
FA(16:0),FA(18:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2,52 ; 53 ; 59 ; 55 ; 75,5,3.225913750620653
FA(16:0),FA(20:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 75 ; 76,6,3.28548742714306
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 72,7,3.216307187318713
FA(16:0),FA(22:4),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(22:4),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 72,7,3.216307187318713
FA(16:0),FA(20:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77,7,3.072482874821033
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78,8,2.9580440432454957
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79,9,3.002757851759782
FA(16:0),FA(24:6),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5) -> FA(24:6),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL5 ; ELOVL2 ; FADS2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79 ; 80,10,3.029563354584433
FA(16:0),FA(22:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78,8,2.9580440432454957
FA(16:0),FA(24:5),FA(16:0) -> FA(16:1) -> FA(18:1) -> FA(18:2) -> FA(18:3) -> FA(18:4) -> FA(20:4) -> FA(20:5) -> FA(22:5) -> FA(24:5),SCD3 ; ELOVL6 ; FADS2 ; FADS2 ; FADS2 ; ELOVL5 ; FADS1 ; ELOVL2 ; ELOVL2,52 ; 53 ; 59 ; 55 ; 75 ; 76 ; 77 ; 78 ; 79,9,3.002757851759782
